Energia;Tempo;Bailabilidad;Genero;Volumen ;Vivacidad;Valencia;Hablabilidad;Popularidad;Fecha_lanzamiento;Instrumentalidad;Modo;duration_min;Acustico
0.413;131.964;0.772;hip-hop;-8.194;0.111;0.211;0.0891;77;1/01/2012;0;0;410.355;0.0361
0.822;165.946;0.513;hip-hop;-4.51;0.11;0.768;0.383;69;10/10/2024;0;1;341.113.333.333.333;0.14
0.666;127.079;0.926;hip-hop;-5.314;0.123;0.168;0.244;70;27/01/2017;0;1;571.916.666.666.667;0.0611
0.575;145.95;0.713;hip-hop;-6.706;0.169;0.189;0.0501;72;16/04/2021;0;1;377.333.333.333.333;0.00669
0.586;124.041;0.808;hip-hop;-7.242;0.14;0.568;0.169;68;11/04/2017;0;0;438.813.333.333.333;0.641
0.676;162.012;0.814;hip-hop;-4.67;0.119;0.312;0.231;83;22/03/2024;1.28e-05;0;446.178.333.333.333;0.00709
0.928;109.966;0.616;hip-hop;-2.34;0.156;0.23;0.043;70;9/09/2024;0;0;383.636.666.666.667;0.0168
0.542;135.14;0.926;hip-hop;-5.064;0.0877;0.564;0.293;70;1/05/2020;0;1;303.215;0.135
0.637;135.055;0.851;hip-hop;-6.149;0.227;0.616;0.104;73;31/10/2024;0;1;29.926;0.225
0.718;128.14;0.76;hip-hop;-3.017;0.0982;0.557;0.232;72;2/01/2017;0;1;318.825;0.348
0.748;115.01;0.752;hip-hop;-3.755;0.105;0.497;0.0895;70;6/02/2017;0;1;492.173.333.333.333;0.289
0.536;119.967;0.689;hip-hop;-8.861;0.169;0.349;0.174;69;2/04/2016;0;1;568.558.333.333.333;0.25
0.531;118.96;0.566;hip-hop;-6.635;0.179;0.367;0.0716;73;23/05/2019;0;1;379.196.666.666.667;0.192
0.657;124.992;0.883;hip-hop;-5.748;0.128;0.284;0.305;77;29/04/2022;0;1;288.221.666.666.667;0.0603
0.88;92.055;0.753;hip-hop;-3.165;0.146;0.582;0.081;73;9/09/2024;0;1;213.043.333.333.333;0.455
0.496;86.003;0.889;hip-hop;-6.365;0.252;0.544;0.0905;74;30/11/2018;0;0;30.087;0.259
0.708;96.914;0.712;hip-hop;-5.715;0.29;0.634;0.247;71;31/10/2024;0;0;276.288.333.333.333;0.404
0.696;120.146;0.744;hip-hop;-5.015;0.0808;0.406;0.117;69;13/04/2018;0;0;434.155;0.71
0.629;140.101;0.523;hip-hop;-4.058;0.323;0.209;0.0549;68;5/06/2017;0;1;471.868.333.333.333;0.156
0.735;99.827;0.697;hip-hop;-4.16;0.099;0.403;0.0497;73;19/09/2024;0;0;271.616.666.666.667;0.172
0.671;147.037;0.607;hip-hop;-6.934;0.128;0.316;0.0863;68;21/03/2023;1.31e-06;0;228.571.666.666.667;0.403
0.486;110.964;0.784;hip-hop;-6.497;0.101;0.0894;0.0475;80;27/07/2017;0.497;0;443.326.666.666.667;0.0538
0.583;116.624;0.709;hip-hop;-5.298;0.195;0.533;0.204;79;2/12/2022;2.97e-06;0;304.445;0.138
0.385;129.958;0.69;hip-hop;-8.444;0.236;0.19;0.0817;68;10/04/2018;0;1;376.835;0.181
0.411;172.445;0.722;hip-hop;-9.963;0.0976;0.503;0.387;70;8/09/2022;0;0;23.671;0.509
0.484;133.03;0.93;hip-hop;-5.486;0.0922;0.747;0.259;70;10/04/2024;6.84e-05;1;240.601.666.666.667;0.355
0.6;113.903;0.883;hip-hop;-7.188;0.0931;0.691;0.37;72;27/11/2020;7.94e-06;1;260.716.666.666.667;0.114
0.73;155.008;0.834;hip-hop;-3.714;0.124;0.446;0.222;81;3/08/2018;0;1;521.366.666.666.667;0.00513
0.668;87.973;0.573;hip-hop;-4.356;0.109;0.145;0.0467;82;2/12/2022;4.01e-05;0;3.332;0.189
0.603;135.993;0.735;hip-hop;-9.474;0.0844;0.429;0.203;71;1/09/2016;3.56e-05;0;544.895;0.226
0.637;171.264;0.567;afrobeats;-4.032;0.235;0.882;0.298;68;5/07/2024;0.0346;0;219.608.333.333.333;0.499
0.874;118.079;0.774;afrobeats;-5.641;0.413;0.927;0.0488;75;15/11/2024;0.34;0;290.088.333.333.333;0.142
0.792;113.981;0.749;afrobeats;-4.621;0.0712;0.903;0.0402;76;31/10/2024;1.63e-05;1;28.772;0.308
0.812;100.049;0.455;afrobeats;-3.455;0.199;0.823;0.211;68;8/08/2024;0;1;307.081.666.666.667;0.372
0.648;93.2;0.737;afrobeats;-5.493;0.105;0.746;0.138;77;18/10/2024;6.92e-06;1;432.256.666.666.667;0.252
0.814;93.482;0.683;afrobeats;-3.505;0.0858;0.758;0.0466;78;11/10/2024;0.00826;1;261.376.666.666.667;0.277
0.683;145.379;0.501;afrobeats;-7.881;0.0685;0.623;0.211;71;15/10/2024;9.25e-05;0;268.965;0.109
0.634;101.837;0.502;afrobeats;-3.367;0.188;0.645;0.144;72;8/08/2024;0.0341;0;366.046.666.666.667;0.677
0.651;112.648;0.694;latin;-6.968;0.0787;0.471;0.0784;93;26/09/2024;1.36e-05;1;376.468.333.333.333;0.496
0.581;99.973;0.805;latin;-5.091;0.0933;0.528;0.0601;86;12/09/2024;0.0202;0;2.96;0.0303
0.563;105.008;0.833;latin;-5.593;0.139;0.343;0.204;82;15/11/2024;1.27e-05;0;304.761.666.666.667;0.528
0.737;101.923;0.779;latin;-4.667;0.0974;0.445;0.109;76;7/11/2024;0;1;283.943.333.333.333;0.134
0.662;95.999;0.863;latin;-5.855;0.334;0.307;0.21;72;14/11/2024;8.45e-06;0;413.938.333.333.333;0.0843
0.482;100.029;0.69;latin;-6.335;0.0728;0.356;0.2;88;25/07/2024;0.0004;0;248.456.666.666.667;0.523
0.668;128.027;0.924;latin;-6.795;0.0678;0.787;0.0469;93;21/06/2024;0.000594;1;326.373.333.333.333;0.446
0.762;90.025;0.816;latin;-2.864;0.0845;0.782;0.0565;72;14/11/2024;0.000404;1;364.501.666.666.667;0.534
0.718;105.002;0.848;latin;-4.385;0.116;0.564;0.0557;74;31/10/2024;1.9e-05;0;276.501.666.666.667;0.183
0.712;91.98;0.848;latin;-3.574;0.106;0.692;0.0981;84;8/11/2024;0;0;496.885;0.221
0.627;155.865;0.687;latin;-4.975;0.0893;0.47;0.181;78;15/11/2024;0;1;343.443.333.333.333;0.326
0.483;171.831;0.753;latin;-6.436;0.0681;0.826;0.273;72;31/10/2024;0;0;295.348.333.333.333;0.0189
0.724;101.097;0.556;latin;-3.165;0.217;0.681;0.119;82;31/10/2024;0;1;411.481.666.666.667;0.267
0.442;100.021;0.776;latin;-8.99;0.0723;0.838;0.0575;81;12/07/2024;1.31e-05;0;22.824;0.319
0.614;119.893;0.658;latin;-6.981;0.092;0.465;0.0324;79;18/10/2024;2.18e-05;1;297.228.333.333.333;0.105
0.681;155.079;0.56;latin;-6.304;0.106;0.388;0.244;89;20/09/2024;0;0;3.722;0.103
0.719;104.033;0.707;latin;-4.963;0.371;0.701;0.0395;76;31/10/2024;2,00E-06;0;270.341.666.666.667;0.223
0.536;97.541;0.716;latin;-7.798;0.208;0.359;0.0328;84;5/10/2023;0;0;401.115;0.452
0.594;125.01;0.694;latin;-8.39;0.131;0.672;0.0366;75;7/11/2024;0;0;512.608.333.333.333;0.396
0.752;100.076;0.841;latin;-4.735;0.949;0.67;0.105;86;25/09/2024;0.00046;1;357.738.333.333.333;0.167
0.709;194.055;0.744;latin;-5.778;0.0847;0.712;0.284;79;16/10/2024;0;0;218.133.333.333.333;0.0501
0.707;82.045;0.786;latin;-4.386;0.121;0.691;0.0635;84;23/08/2024;0;0;375.621.666.666.667;0.0399
0.832;98.582;0.742;latin;-4.267;0.296;0.716;0.0325;82;3/10/2024;0;1;32.641;0.0857
0.616;104.008;0.773;latin;-4.516;0.145;0.25;0.0416;72;22/08/2024;4.24e-05;1;316.845;0.0565
0.689;120.208;0.724;latin;-7.174;0.0922;0.936;0.0524;89;22/08/2024;6.77e-06;0;243.568.333.333.333;0.573
0.74;117.955;0.748;latin;-3.643;0.087;0.618;0.0387;75;24/10/2024;0.000109;0;331.011.666.666.667;0.0292
0.856;136.0;0.691;latin;-5.035;0.0876;0.713;0.0536;75;31/10/2024;5.09e-05;0;2.625;0.2
0.464;79.503;0.373;latin;-8.606;0.127;0.301;0.256;80;26/09/2024;0.0135;0;396.513.333.333.333;0.86
0.783;103.001;0.705;latin;-4.783;0.0984;0.454;0.0403;86;15/08/2024;0;0;287.378.333.333.333;0.138
0.631;111.93;0.706;latin;-5.812;0.227;0.289;0.0366;80;17/10/2024;0;0;285.715;0.656
0.445;156.023;0.55;latin;-9.548;0.507;0.512;0.0847;73;24/10/2024;0.00318;1;276.931.666.666.667;0.262
0.764;148.853;0.666;latin;-6.297;0.347;0.729;0.116;85;22/08/2024;0;0;271.858.333.333.333;0.366
0.162;184.784;0.459;latin;-11.634;0.137;0.483;0.0425;79;10/10/2024;0;1;256.015;0.929
0.834;139.995;0.783;latin;-4.623;0.0903;0.92;0.029;81;23/08/2024;0.000212;0;267.856.666.666.667;0.539
0.682;100.036;0.75;latin;-3.825;0.112;0.618;0.0945;79;26/09/2024;1.28e-06;1;275.296.666.666.667;0.168
0.578;199.997;0.734;latin;-4.147;0.113;0.88;0.295;82;6/08/2024;0.000242;1;236.703.333.333.333;0.155
0.513;109.935;0.745;latin;-9.116;0.216;0.929;0.087;88;22/08/2024;0;1;2.577;0.783
0.824;124.997;0.747;latin;-4.353;0.282;0.793;0.0348;77;6/09/2024;0;0;280.911.666.666.667;0.184
0.787;165.07;0.809;latin;-3.826;0.0653;0.9;0.125;68;31/10/2024;0.0011;1;24.692;0.126
0.356;169.653;0.529;latin;-6.612;0.136;0.659;0.0569;85;5/09/2024;0;1;250.871.666.666.667;0.29
0.806;123.009;0.763;latin;-4.946;0.0612;0.594;0.0532;73;24/10/2024;1.32e-05;1;322.535;0.0012
0.872;128.924;0.816;latin;-4.27;0.254;0.94;0.0442;77;12/10/2024;3.7e-06;0;262.015;0.25
0.896;90.622;0.662;latin;-5.311;0.186;0.79;0.251;68;20/06/2006;0;0;5.088;0.318
0.59;161.989;0.864;latin;-8.768;0.093;0.579;0.499;69;16/05/2018;0;1;280.933.333.333.333;0.0196
0.63;81.009;0.72;indian;-5.549;0.108;0.512;0.0413;70;30/07/2021;0;1;38.382;0.615
0.573;82.941;0.603;indian;-5.843;0.0971;0.236;0.0502;68;5/08/2021;0;1;381.425;0.478
0.468;135.875;0.483;indian;-7.642;0.152;0.319;0.0341;73;14/02/2020;0;1;413.235;0.784
0.519;122.925;0.562;indian;-8.744;0.172;0.415;0.0326;70;16/10/2015;0.000268;1;568.425;0.557
0.481;124.914;0.534;indian;-9.016;0.142;0.293;0.0412;71;31/08/2019;0;0;467.136.666.666.667;0.697
0.866;140.266;0.526;rock;-5.822;0.0945;0.248;0.0568;84;22/04/2007;7.78e-05;1;422.645;0.00287
0.903;132.009;0.562;rock;-4.46;0.298;0.791;0.0296;68;1/01/2009;0.0939;0;368.333.333.333.333;0.000187
0.585;109.942;0.775;rock;-9.516;0.077;0.518;0.0271;74;20/05/2013;0.619;0;5.626;0.0422
0.957;105.105;0.606;rock;-3.404;0.14;0.603;0.0814;72;2003;0.000295;1;356.333.333.333.333;0.00117
0.94;100.99;0.438;rock;-3.249;0.3;0.421;0.0452;73;14/12/2007;0.0777;1;4.35;8.74e-05
0.795;79.028;0.801;rock;-5.115;0.0717;0.754;0.0504;81;16/06/2017;0.000113;0;272.088.333.333.333;0.0417
0.509;119.945;0.578;rock;-6.229;0.344;0.586;0.0279;80;3/05/2024;0.734;1;123.965;0.13
0.62;117.038;0.741;rock;-5.505;0.0398;0.934;0.0412;79;22/03/2024;0.000809;1;41.904;0.0295
0.643;103.842;0.633;rock;-8.122;0.78;0.472;0.0252;78;12/07/2023;0.00831;1;217.308.333.333.333;0.106
0.593;120.509;0.565;rock;-5.864;0.215;0.429;0.0883;78;28/03/2024;0;1;26.329;0.0288
0.749;164.959;0.593;rock;-5.67;0.314;0.649;0.0475;77;10/04/2020;0.106;1;515.088.333.333.333;0.0113
0.518;151.891;0.815;rock;-6.594;0.104;0.877;0.0897;77;16/10/2018;0;0;296.111.666.666.667;0.223
0.846;103.912;0.611;rock;-5.9;0.0784;0.751;0.0436;77;20/02/1984;0;1;271.533.333.333.333;0.00509
0.924;168.017;0.598;rock;-4.974;0.17;0.611;0.0623;76;10/03/2022;0.799;0;270.565;0.0205
0.828;112.056;0.654;rock;-5.377;0.122;0.79;0.0281;76;22/04/2007;0.000144;0;306.488.333.333.333;0.00146
0.901;113.967;0.621;rock;-5.396;0.0875;0.744;0.0302;74;1/01/1998;0;1;501.288.333.333.333;0.17
0.509;119.869;0.898;rock;-7.973;0.0876;0.727;0.062;74;11/03/2022;0;1;302.511.666.666.667;0.391
0.94;100.99;0.438;rock;-3.249;0.3;0.421;0.0452;73;14/12/2007;0.0777;1;4.35;8.74e-05
0.572;131.272;0.636;rock;-7.797;0.0878;0.66;0.0913;73;19/07/2023;0;1;320.213.333.333.333;0.287
0.603;102.99;0.66;rock;-7.7;0.0751;0.527;0.025;73;26/07/2024;0.0144;0;356.811.666.666.667;0.00566
0.798;126.976;0.502;rock;-5.909;0.0979;0.307;0.0414;72;31/03/2023;1.11e-05;1;391.555;0.00291
0.684;209.688;0.633;rock;-4.314;0.112;0.725;0.591;71;15/08/2019;8.95e-05;0;355.955;0.314
0.351;87.057;0.665;rock;-9.424;0.109;0.451;0.0276;71;14/06/2019;0.819;1;2.102;0.516
0.521;106.035;0.539;rock;-7.46;0.367;0.679;0.0299;69;30/07/2001;0;1;305.733.333.333.333;0.00425
0.544;121.968;0.823;rock;-10.077;0.108;0.826;0.0358;69;11/06/2019;0.165;1;271.105;0.389
0.658;150.093;0.615;rock;-7.299;0.205;0.293;0.0343;68;18/09/2012;0.000911;1;378.466.666.666.667;0.096
0.501;134.014;0.781;rock;-9.767;0.0908;0.961;0.0333;68;18/10/2024;3.78e-06;1;296.363.333.333.333;0.66
0.501;87.086;0.668;country;-13.119;0.194;0.858;0.0629;73;20/11/1978;0;1;358.133.333.333.333;0.342
0.361;121.059;0.606;country;-16.031;0.38;0.621;0.0346;70;1/01/1982;3.39e-05;1;289.111.666.666.667;0.264
0.361;187.711;0.363;country;-14.398;0.154;0.612;0.0499;68;1/01/1978;0.00119;1;254.778.333.333.333;0.623
0.586;78.259;0.434;r&b;-7.612;0.146;0.239;0.138;80;8/12/2022;0.0144;1;399.355;0.753
0.545;159.94;0.545;r&b;-7.362;0.417;0.549;0.107;87;20/08/2016;5.48e-05;1;307.526.666.666.667;0.667
0.364;75.24;0.524;r&b;-10.209;0.1;0.436;0.0367;84;25/08/2017;0;1;349.718.333.333.333;0.808
0.507;86.412;0.662;r&b;-8.238;0.0465;0.676;0.118;79;23/03/2004;0;1;3.724;0.257
0.607;81.001;0.684;r&b;-8.127;0.191;0.498;0.1;85;26/11/2010;0.000307;0;325.621.666.666.667;0.0267
0.551;143.008;0.559;r&b;-7.231;0.11;0.392;0.132;86;9/12/2022;0;1;336.333.333.333.333;0.141
0.444;118.402;0.609;r&b;-9.129;0.104;0.166;0.106;81;2/12/2003;6.86e-06;1;381.178.333.333.333;0.603
0.394;117.489;0.689;r&b;-10.102;0.0859;0.382;0.065;78;3/08/2016;0.000905;0;354.986.666.666.667;0.711
0.551;92.887;0.911;r&b;-3.75;0.0863;0.969;0.045;78;28/08/2001;4.35e-05;0;443.111.666.666.667;0.133
0.693;86.009;0.662;r&b;-4.298;0.145;0.655;0.0698;74;6/11/2007;0;1;4.202;0.134
0.684;112.912;0.692;r&b;-7.364;0.156;0.406;0.155;80;9/06/2017;0;1;385.421.666.666.667;0.131
0.239;113.451;0.372;r&b;-11.314;0.168;0.127;0.0296;79;26/11/2010;0.000175;0;171.355;0.856
0.307;92.995;0.81;r&b;-7.215;0.0779;0.697;0.12;80;27/10/2023;0.00298;1;137.515;0.16
0.352;102.679;0.45;r&b;-11.733;0.249;0.408;0.267;75;30/08/2019;3.8e-06;0;421.245;0.649
0.695;90.119;0.665;r&b;-5.763;0.106;0.707;0.0532;72;1/01/2002;0;1;378.978.333.333.333;0.347
0.609;95.986;0.652;r&b;-7.519;0.233;0.482;0.037;76;5/06/2001;0.00101;0;350.333.333.333.333;0.263
0.284;99.796;0.358;r&b;-8.285;0.183;0.276;0.0285;84;9/12/2022;0;1;301.421.666.666.667;0.805
0.344;65.203;0.583;r&b;-8.765;0.143;0.581;0.0559;78;7/02/2020;0;1;183.548.333.333.333;0.774
0.574;92.795;0.452;r&b;-8.336;0.189;0.578;0.311;78;1/01/2006;0;1;345.311.666.666.667;0.245
0.707;93.145;0.704;r&b;-6.537;0.318;0.761;0.0391;73;29/05/1998;0.00106;0;491.311.666.666.667;0.539
0.612;86.768;0.536;r&b;-5.847;0.209;0.57;0.272;71;2005;0;1;381.733.333.333.333;0.119
0.735;88.98;0.644;r&b;-5.747;0.161;0.418;0.0391;86;8/12/2022;0.144;1;256.578.333.333.333;0.0521
0.503;137.007;0.646;r&b;-7.472;0.652;0.789;0.0312;77;27/10/2023;0.000279;1;160.615;0.00426
0.552;90.098;0.641;r&b;-5.423;0.148;0.152;0.0283;76;9/10/2007;4.63e-06;0;424.206.666.666.667;0.027
0.698;95.975;0.59;r&b;-4.262;0.107;0.352;0.0286;76;30/03/2010;0;1;373.488.333.333.333;0.000176
0.61;125.99;0.741;r&b;-7.34;0.534;0.72;0.0511;76;22/09/2017;0;0;4.616;0.316
0.705;96.644;0.838;r&b;-6.131;0.336;0.837;0.29;72;2/10/2001;0;0;408.488.333.333.333;0.195
0.378;141.967;0.617;r&b;-8.54;0.11;0.22;0.0315;76;8/07/2022;9.16e-05;1;360.105;0.428
0.43;129.93;0.716;r&b;-8.28;0.146;0.472;0.112;74;25/10/2024;0;0;2.85;0.482
0.629;93.985;0.657;r&b;-4.938;0.254;0.726;0.0782;69;7/08/2001;0;1;444.821.666.666.667;0.194
0.493;82.887;0.347;r&b;-11.548;0.127;0.308;0.29;75;1/01/2013;0.00366;0;637.933.333.333.333;0.455
0.594;135.002;0.795;r&b;-6.2;0.162;0.409;0.0748;77;9/06/2017;0;1;458.466.666.666.667;0.112
0.5;132.798;0.602;r&b;-9.377;0.295;0.395;0.298;75;7/02/2020;5.69e-05;1;372.716.666.666.667;0.477
0.618;133.876;0.707;r&b;-5.825;0.293;0.517;0.19;72;5/11/2021;0;0;38.583;0.17
0.477;119.928;0.796;r&b;-7.161;0.12;0.685;0.108;70;23/03/2004;0;1;386.555;0.314
0.681;171.864;0.673;r&b;-5.693;0.235;0.707;0.118;77;1/01/2008;0;1;386.666.666.666.667;0.52
0.588;94.519;0.686;r&b;-8.343;0.0954;0.617;0.0554;75;15/03/2004;0;0;4.152;0.178
0.5;135.03;0.856;r&b;-9.393;0.104;0.886;0.18;75;27/10/2023;0;1;2.965;0.487
0.725;146.163;0.61;r&b;-5.131;0.154;0.291;0.15;73;22/02/2019;0;1;336.313.333.333.333;0.367
0.5;124.037;0.816;r&b;-4.551;0.0733;0.649;0.03;69;7/08/2001;1.53e-06;1;413.066.666.666.667;0.0227
0.876;130.21;0.412;r&b;-6.008;0.297;0.706;0.472;73;1/01/2007;0;0;455.221.666.666.667;0.102
0.538;109.97;0.81;r&b;-5.783;0.0951;0.832;0.0357;74;1/01/2007;0;0;444.733.333.333.333;0.53
0.394;92.009;0.764;r&b;-8.559;0.117;0.465;0.152;75;19/10/2018;9.37e-05;1;264.035;0.231
0.552;168.19;0.727;r&b;-8.074;0.198;0.607;0.14;77;25/06/2002;0.00016;0;481.933.333.333.333;0.226
0.712;140.012;0.573;r&b;-5.976;0.167;0.346;0.0732;74;27/05/2008;0;1;432.866.666.666.667;0.0572
0.576;179.063;0.625;r&b;-5.693;0.187;0.235;0.175;68;2012;4.07e-05;0;321.911.666.666.667;0.0543
0.366;73.313;0.4;r&b;-9.405;0.126;0.161;0.0597;73;9/06/2017;0;0;453.645;0.242
0.242;144.211;0.549;r&b;-11.692;0.127;0.286;0.038;71;7/02/2020;8.1e-05;1;300.506.666.666.667;0.809
0.721;169.904;0.62;r&b;-5.538;0.563;0.77;0.0887;77;12/05/2017;0.0075;0;250.601.666.666.667;0.0422
0.467;138.007;0.845;r&b;-7.674;0.0694;0.702;0.138;68;23/03/2004;0;1;3.52;0.0586
0.635;103.019;0.617;electronic;-6.769;0.164;0.446;0.0317;86;7/04/2017;1.44e-05;0;411.933.333.333.333;0.0498
0.939;129.024;0.671;electronic;-3.206;0.298;0.53;0.161;84;17/06/2011;0;1;420.511.666.666.667;0.191
0.715;199.892;0.475;electronic;-5.371;0.135;0.159;0.058;83;5/08/2016;2.67e-05;1;343.245;0.0863
0.823;128.035;0.646;electronic;-4.123;0.322;0.418;0.0394;82;31/10/2014;0;0;378.778.333.333.333;0.213
0.835;125.983;0.527;electronic;-5.298;0.249;0.654;0.0433;82;1/01/2014;0;1;29.443;0.0166
0.751;117.948;0.88;electronic;-4.258;0.106;0.884;0.0874;80;26/07/2019;6.43e-05;0;262.676.666.666.667;0.177
0.685;118.02;0.782;electronic;-6.237;0.16;0.603;0.0309;80;16/10/2015;1.18e-05;1;300.943.333.333.333;0.166
0.524;95.01;0.748;electronic;-5.599;0.111;0.661;0.0338;84;29/07/2016;0;1;408.266.666.666.667;0.414
0.627;179.642;0.468;electronic;-5.085;0.11;0.159;0.0476;80;14/12/2018;7.97e-06;1;353.511.666.666.667;0.0281
0.856;127.949;0.596;electronic;-3.556;0.141;0.743;0.0346;81;31/10/2014;0.0178;0;370.888.333.333.333;0.0211
0.77;125.905;0.694;electronic;-5.335;0.118;0.163;0.149;80;8/06/2018;1.1e-05;1;3.076;0.176
0.963;129.992;0.581;electronic;-4.087;0.139;0.788;0.0981;82;2012;0;1;340.266.666.666.667;0.0295
0.787;126.062;0.604;electronic;-3.674;0.127;0.301;0.103;80;7/12/2012;0.15;0;4.084;0.0679
0.714;101.969;0.664;electronic;-6.645;0.0843;0.71;0.111;79;6/05/2016;8.42e-06;0;329.888.333.333.333;0.0353
0.815;123.063;0.636;electronic;-5.098;0.163;0.636;0.0581;78;25/09/2015;0;0;365.071.666.666.667;0.0185
0.736;127.999;0.579;electronic;-3.863;0.198;0.613;0.0527;78;2/10/2015;0;0;384.355;0.31
0.777;130.003;0.73;electronic;-5.194;0.0691;0.575;0.0496;78;29/04/2011;0.000486;0;474.778.333.333.333;0.105
0.869;159.805;0.533;electronic;-5.093;0.136;0.425;0.173;80;5/02/2016;0.00538;1;347.288.333.333.333;0.156
0.857;128.024;0.414;electronic;-4.078;0.343;0.348;0.0808;79;31/10/2014;0.00574;0;354.933.333.333.333;0.0287
0.86;127.075;0.608;electronic;-5.324;0.262;0.437;0.0554;77;22/06/2012;0;0;388.245;0.0991
0.811;116.047;0.794;electronic;-8.966;0.101;0.862;0.038;77;19/04/2013;1.07e-06;0;414.021.666.666.667;0.0426
0.741;123.077;0.646;electronic;-4.973;0.312;0.571;0.034;77;28/07/2017;0;0;338.333.333.333.333;0.0275
0.519;133.99;0.501;electronic;-5.88;0.454;0.168;0.0409;77;29/07/2016;0;0;326.178.333.333.333;0.109
0.717;121.985;0.793;electronic;-4.759;0.226;0.466;0.0393;76;4/11/2016;3.6e-05;0;325.911.666.666.667;0.0927
0.685;130.039;0.772;electronic;-6.849;0.131;0.501;0.0696;76;1/01/2013;8.96e-05;1;472.333.333.333.333;0.019
0.927;123.962;0.631;electronic;-2.787;0.148;0.465;0.0332;77;29/04/2016;0.119;0;370.266.666.666.667;0.199
0.593;119.958;0.79;electronic;-9.204;0.065;0.72;0.0776;75;1/01/2010;0.00202;0;343.445;0.0983
0.766;127.975;0.735;electronic;-4.485;0.108;0.6;0.0383;75;19/11/2011;0.00141;1;358.711.666.666.667;0.025
0.51;119.994;0.829;electronic;-9.334;0.0829;0.45;0.0369;75;7/02/2014;0.00143;0;346.888.333.333.333;0.00821
0.869;127.966;0.616;electronic;-3.911;0.064;0.473;0.0327;76;24/11/2010;0;1;390.933.333.333.333;0.0283
0.915;126.094;0.544;electronic;-3.405;0.115;0.51;0.0841;76;31/10/2014;0.000914;1;307.133.333.333.333;0.129
0.741;119.896;0.72;electronic;-6.529;0.289;0.357;0.0287;75;7/11/2014;1.41e-05;0;330.088.333.333.333;0.101
0.697;122.746;0.613;electronic;-8.618;0.332;0.476;0.133;74;12/03/2001;0;1;533.928.333.333.333;0.0194
0.634;113.927;0.704;electronic;-7.374;0.0952;0.411;0.0428;74;13/05/2016;3.17e-05;0;452.733.333.333.333;0.393
0.861;117.965;0.73;electronic;-4.1;0.213;0.704;0.0451;74;9/11/2018;0;1;327.688.333.333.333;0.39
0.989;126.002;0.621;electronic;-4.225;0.184;0.0348;0.0434;74;11/06/2021;0.357;0;263.491.666.666.667;0.015
0.805;126.008;0.506;electronic;-4.119;0.0856;0.383;0.0469;74;5/06/2015;0.00193;1;378.456.666.666.667;0.00711
0.695;104.879;0.583;electronic;-5.336;0.0527;0.224;0.0423;73;5/08/2016;0;1;367.621.666.666.667;0.0138
0.862;128.036;0.498;electronic;-6.02;0.352;0.469;0.0588;73;7/05/2008;0.00918;0;32.049;0.000313
0.857;119.975;0.56;electronic;-4.145;0.381;0.432;0.0384;73;10/07/2015;0;0;358.933.333.333.333;0.0594
0.781;128.0;0.509;electronic;-3.48;0.0749;0.176;0.072;73;1/01/2012;0;1;452.378.333.333.333;0.0398
0.73;85.979;0.596;electronic;-4.091;0.325;0.525;0.151;73;10/11/2014;0;1;320.933.333.333.333;0.24
0.568;117.973;0.78;electronic;-6.96;0.0698;0.459;0.031;73;16/02/2018;0.000168;0;310.245;0.668
0.463;121.999;0.778;electronic;-7.603;0.0731;0.496;0.0389;73;21/10/2016;0.00289;1;324.733.333.333.333;0.546
0.774;112.05;0.674;electronic;-7.567;0.393;0.33;0.0892;73;26/11/2019;0.00188;0;294.245;0.0686
0.81;126.052;0.572;electronic;-5.791;0.13;0.11;0.0558;72;1/02/2013;6.53e-06;0;358.186.666.666.667;0.0157
0.781;119.977;0.751;electronic;-3.724;0.036;0.814;0.0862;72;1/01/2010;0;1;337.688.333.333.333;0.0039
0.586;120.97;0.799;electronic;-6.735;0.193;0.549;0.0377;72;2/06/2014;2.03e-06;1;379.721.666.666.667;0.162
0.72;122.031;0.789;electronic;-5.652;0.129;0.664;0.218;72;19/12/2019;0;0;27.799;0.223
0.62;120.031;0.798;electronic;-7.079;0.112;0.235;0.232;72;16/09/2020;0.0192;0;273.333.333.333.333;0.414
0.622;102.04;0.69;electronic;-5.025;0.116;0.544;0.0622;73;23/02/2017;0;0;350.151.666.666.667;0.253
0.736;130.011;0.75;electronic;-4.168;0.265;0.355;0.155;72;1/01/2011;0;0;436.911.666.666.667;0.0202
0.802;100.001;0.713;electronic;-7.055;0.309;0.343;0.0561;71;16/06/2015;0.00377;1;377.898.333.333.333;0.0435
0.906;125.916;0.711;electronic;-2.671;0.153;0.824;0.0284;71;27/08/2013;1.64e-05;1;261.921.666.666.667;0.00952
0.921;130.072;0.691;electronic;-1.702;0.331;0.8;0.0533;71;7/12/2012;0;0;3.35;0.173
0.795;121.294;0.956;electronic;-5.311;0.0906;0.841;0.15;71;17/01/1997;0.889;1;715.888.333.333.333;0.00356
0.833;129.885;0.551;electronic;-5.217;0.0632;0.145;0.03;70;3/05/2013;2.77e-06;1;3.406;0.0391
0.817;128.078;0.883;electronic;-5.414;0.11;0.595;0.235;70;8/08/2014;0.00449;1;278.081.666.666.667;0.601
0.748;125.896;0.503;electronic;-4.124;0.343;0.356;0.0619;70;22/05/2015;0;1;350.021.666.666.667;0.0305
0.392;75.066;0.599;electronic;-6.869;0.131;0.26;0.0257;70;3/06/2013;0.000107;0;471.355;0.378
