Energia;Tempo;Bailabilidad;Genero;Volumen ;Vivacidad;Valencia;Hablabilidad;Popularidad;Fecha_lanzamiento;Instrumentalidad;Modo;duration_min;Acustico
0.604;159.92;0.561;soul;-4.409;0.104;0.242;0.0337;81;23/06/2023;1.9e-05;1;351.148.333.333.333;0.199
0.473;152.88;0.591;soul;-8.122;0.108;0.451;0.0708;70;7/04/2023;0.00334;0;360.873.333.333.333;0.694
0.592;157.969;0.521;gaming;-7.777;0.122;0.535;0.0304;100;16/08/2024;0;0;419.446.666.666.667;0.308
0.507;104.978;0.747;gaming;-10.171;0.117;0.438;0.0358;97;17/05/2024;0.0608;1;350.621.666.666.667;0.2
0.582;116.712;0.7;gaming;-5.96;0.0881;0.785;0.0356;94;5/04/2024;0;0;36.404;0.0502
0.76;103.969;0.701;gaming;-5.478;0.185;0.69;0.0285;90;12/04/2024;6.54e-05;1;292.431.666.666.667;0.107
0.604;159.92;0.561;gaming;-4.409;0.104;0.242;0.0337;89;15/09/2023;1.9e-05;1;351.148.333.333.333;0.199
0.882;148.038;0.569;gaming;-2.777;0.142;0.201;0.06;88;28/07/2023;0;0;319.501.666.666.667;0.0316
0.601;123.994;0.635;gaming;-6.129;0.11;0.332;0.0295;88;10/05/2024;0;0;287.555;0.246
0.757;139.982;0.742;gaming;-4.981;0.305;0.957;0.0421;88;22/09/2023;0;1;308.068.333.333.333;0.0187
0.472;101.061;0.898;gaming;-7.001;0.141;0.214;0.0776;88;4/05/2024;0;1;456.986.666.666.667;0.0107
0.583;181.489;0.432;gaming;-4.682;0.0933;0.544;0.0687;87;5/04/2024;0;1;269.718.333.333.333;0.174
0.709;81.012;0.722;gaming;-4.95;0.0804;0.604;0.0273;86;12/04/2024;0;1;285.486.666.666.667;0.0633
0.782;119.992;0.727;gaming;-8.529;0.225;0.655;0.042;86;7/06/2024;0.336;0;295.998.333.333.333;0.0563
0.745;180.098;0.464;gaming;-3.202;0.363;0.262;0.161;85;9/07/2024;0;0;317.778.333.333.333;0.0235
0.586;107.071;0.669;gaming;-6.073;0.104;0.579;0.054;88;6/06/2024;0;1;310.608.333.333.333;0.274
0.965;128.04;0.561;gaming;-3.673;0.371;0.304;0.0343;85;26/08/2022;7.07e-06;0;292.063.333.333.333;0.00383
0.544;132.052;0.571;gaming;-10.613;0.322;0.216;0.0299;85;20/07/2022;0.00805;1;221.051.666.666.667;0.453
0.854;140.515;0.477;gaming;-4.715;0.065;0.314;0.275;85;15/08/2024;0;1;29.965;0.0858
0.471;105.029;0.472;gaming;-5.692;0.14;0.219;0.0603;85;18/01/2024;0;1;300.506.666.666.667;0.151
0.667;130.019;0.776;gaming;-6.622;0.0761;0.618;0.0983;85;1/08/2024;0.3;1;242.031.666.666.667;0.0146
0.946;151.647;0.599;gaming;-4.263;0.0826;0.747;0.0447;84;19/03/2024;0.0106;1;237.525;0.000938
0.855;127.986;0.638;gaming;-4.86;0.245;0.731;0.0264;84;10/05/2024;0;1;29.701;0.00757
0.642;179.974;0.745;gaming;-6.257;0.0658;0.226;0.287;84;30/08/2019;0;0;218.733.333.333.333;0.0204
0.829;139.198;0.476;gaming;-3.806;0.167;0.505;0.0658;84;17/07/2024;0.00916;0;222.045;0.0172
0.552;144.941;0.64;gaming;-5.679;0.119;0.112;0.129;84;22/03/2024;0;1;380.445;0.0215
0.453;139.943;0.915;gaming;-4.589;0.104;0.287;0.27;84;10/05/2024;0.000163;0;2.4;0.0872
0.787;119.996;0.704;gaming;-6.751;0.159;0.31;0.0462;83;19/07/2024;0.00538;0;356.666.666.666.667;0.00926
0.618;126.031;0.853;gaming;-10.833;0.0972;0.32;0.0923;83;19/07/2024;0.89;1;242.665;0.633
0.751;129.994;0.701;gaming;-8.39;0.15;0.22;0.0502;83;18/04/2024;0;1;363.341.666.666.667;0.123
0.957;126.035;0.804;gaming;-5.452;0.114;0.962;0.034;83;7/06/2024;0.0174;1;2.529;0.125
0.457;146.04;0.592;gaming;-6.081;0.146;0.225;0.0603;82;16/03/2018;0.000331;0;18.481;0.661
0.792;100.011;0.687;gaming;-2.749;0.167;0.671;0.0452;82;17/08/2018;0;1;35.715;0.191
0.676;162.012;0.814;gaming;-4.67;0.119;0.312;0.231;83;22/03/2024;1.28e-05;0;446.178.333.333.333;0.00709
0.522;89.96;0.755;gaming;-4.368;0.0685;0.925;0.0575;82;6/09/2019;0;1;2.626;0.533
0.622;130.001;0.847;gaming;-6.747;0.285;0.22;0.0903;82;16/06/2023;0;0;2.084;0.119
0.668;90.969;0.646;gaming;-5.203;0.212;0.64;0.0282;82;16/02/2024;0;1;247.196.666.666.667;0.491
0.733;172.09;0.625;gaming;-8.757;0.375;0.244;0.0488;81;12/01/2024;0.000983;1;451.163.333.333.333;0.00598
0.642;83.389;0.463;gaming;-4.474;0.0686;0.339;0.34;82;29/04/2022;0;1;316.488.333.333.333;0.314
0.761;129.963;0.634;gaming;-4.752;0.549;0.785;0.0472;81;3/05/2024;0;1;280.756.666.666.667;0.00537
0.537;128.009;0.921;gaming;-5.723;0.102;0.711;0.0804;81;16/03/2018;0.00404;0;22.515;0.556
0.745;165.995;0.808;gaming;-5.26;0.292;0.829;0.342;81;17/01/2020;0;0;351.333.333.333.333;0.145
0.741;120.064;0.771;gaming;-7.132;0.111;0.19;0.0374;81;29/03/2024;0.000163;0;25.375;0.0245
0.727;130.035;0.887;gaming;-4.318;0.213;0.932;0.135;82;10/05/2024;1.16e-06;0;151.266.666.666.667;0.381
0.95;150.019;0.673;gaming;-5.149;0.398;0.563;0.0488;81;1/12/2023;0.0823;1;233.333.333.333.333;0.0229
0.62;120.042;0.857;gaming;-8.13;0.0934;0.796;0.0472;81;7/06/2024;0.244;1;223.008.333.333.333;0.646
0.887;127.003;0.936;gaming;-2.76;0.0582;0.889;0.0683;81;31/05/2024;1.88e-06;0;378.731.666.666.667;0.0292
0.646;115.842;0.645;gaming;-8.334;0.074;0.295;0.0427;81;8/03/2024;3.04e-05;1;381.065;0.0615
0.586;116.971;0.896;gaming;-6.687;0.79;0.642;0.0559;81;6/12/2019;0;0;327.755;0.104
0.558;104.983;0.943;gaming;-4.911;0.0937;0.606;0.0568;81;10/11/2023;2.19e-06;1;230.685;0.0026
0.75;155.096;0.732;gaming;-6.366;0.109;0.401;0.231;81;25/08/2017;0;0;304.511.666.666.667;0.00264
0.764;140.113;0.882;gaming;-5.241;0.119;0.886;0.204;81;23/05/2024;0;1;234.555;0.359
0.632;121.031;0.762;gaming;-8.312;0.18;0.282;0.085;81;10/11/2023;0.000205;0;248.445;0.51
0.512;80.511;0.829;gaming;-5.865;0.12;0.638;0.187;80;2/06/2021;0;0;206.645;0.492
0.716;91.007;0.701;gaming;-3.671;0.324;0.732;0.0361;80;26/03/2021;0;0;234.221.666.666.667;0.174
0.773;129.923;0.681;gaming;-4.706;0.0978;0.504;0.0345;80;15/03/2024;0.734;1;178.461.666.666.667;0.0863
0.673;165.921;0.529;gaming;-4.711;0.093;0.366;0.175;80;17/06/2022;2.41e-06;1;363.941.666.666.667;0.000307
0.583;116.624;0.709;gaming;-5.298;0.195;0.533;0.204;79;2/12/2022;2.97e-06;0;304.445;0.138
0.797;122.011;0.702;gaming;-6.635;0.179;0.0356;0.0557;79;22/12/2023;0.495;0;347.541.666.666.667;0.583
0.681;139.057;0.918;gaming;-4.705;0.0615;0.706;0.201;79;1/06/2023;0;1;381.888.333.333.333;0.263
0.753;127.926;0.671;gaming;-6.045;0.177;0.543;0.0298;79;26/07/2024;1.29e-05;0;34.528;0.019
0.761;146.003;0.62;gaming;-7.282;0.269;0.194;0.175;79;11/08/2023;0.000147;0;349.138.333.333.333;0.207
0.452;90.026;0.904;gaming;-7.272;0.115;0.613;0.132;78;14/06/2024;0;1;21.824;0.174
0.512;96.02;0.803;gaming;-6.871;0.0928;0.435;0.066;78;13/02/2024;0;0;268.903.333.333.333;0.128
0.643;139.948;0.831;gaming;-5.002;0.084;0.142;0.11;78;30/04/2024;0;1;639.398.333.333.333;0.046
0.567;75.965;0.574;gaming;-7.126;0.258;0.526;0.465;78;31/10/2022;0;0;38.323;0.164
0.593;120.509;0.565;gaming;-5.864;0.215;0.429;0.0883;78;28/03/2024;0;1;26.329;0.0288
0.83;75.023;0.767;gaming;-8.78;0.0582;0.187;0.206;77;31/03/2023;0.836;1;232.166.666.666.667;0.209
0.523;169.982;0.628;gaming;-8.307;0.219;0.416;0.0946;77;1/09/2023;0.00274;0;288.275;0.701
0.934;88.009;0.777;gaming;-0.959;0.275;0.637;0.254;77;8/08/2024;3.86e-05;1;277.415;0.285
0.927;109.952;0.755;gaming;0.254;0.0567;0.702;0.0645;77;19/01/2024;0.925;0;192.246.666.666.667;0.00288
0.62;117.038;0.741;gaming;-5.505;0.0398;0.934;0.0412;77;22/03/2024;0.000809;1;41.904;0.0295
0.64;130.051;0.537;gaming;-10.441;0.157;0.222;0.104;77;1/12/2023;0.878;1;172.491.666.666.667;0.146
0.963;130.028;0.817;gaming;-3.318;0.312;0.502;0.0353;77;28/07/2023;0.767;1;126.153.333.333.333;0.0683
0.556;99.974;0.864;gaming;-7.683;0.112;0.726;0.194;77;20/09/2023;3.85e-06;0;384.133.333.333.333;0.255
0.803;130.028;0.877;gaming;-3.195;0.087;0.795;0.0507;77;1/05/2023;0.056;1;102.788.333.333.333;0.734
0.573;140.04;0.911;gaming;-7.43;0.403;0.972;0.288;77;21/07/2022;0;1;162.321.666.666.667;0.38
0.629;130.017;0.848;gaming;-6.198;0.049;0.586;0.0424;77;9/02/2024;0.18;1;255.865;0.016
0.777;108.005;0.58;gaming;-5.69;0.342;0.589;0.0655;76;19/01/2024;0;1;297.121.666.666.667;0.104
0.539;158.105;0.65;gaming;-7.281;0.114;0.253;0.0561;76;17/11/2023;2.67e-05;1;202.331.666.666.667;0.00617
0.672;136.902;0.673;gaming;-8.577;0.193;0.14;0.224;76;6/10/2023;0.000284;1;433.518.333.333.333;0.0466
0.818;125.952;0.687;gaming;-4.221;0.248;0.886;0.0778;76;17/06/2022;0;1;276.255;0.0112
0.687;123.01;0.755;gaming;-6.247;0.125;0.381;0.101;76;20/09/2023;0.000177;0;442.266.666.666.667;0.183
0.919;151.221;0.83;gaming;-2.12;0.0757;0.848;0.145;76;2/02/2024;0.748;0;161.578.333.333.333;0.503
0.738;130.0;0.593;gaming;-2.956;0.292;0.591;0.0351;75;17/11/2023;0.968;0;224.641.666.666.667;0.269
0.81;150.251;0.613;gaming;-6.16;0.137;0.686;0.488;75;25/08/2023;0.899;1;193.506.666.666.667;0.832
0.967;149.036;0.628;gaming;-4.068;0.274;0.399;0.0485;75;28/07/2023;4.67e-05;1;252.648.333.333.333;0.0398
0.897;129.975;0.686;gaming;-7.18;0.153;0.355;0.0386;75;5/02/2023;0.103;0;271.898.333.333.333;0.0103
0.793;120.003;0.696;gaming;-5.733;0.18;0.698;0.097;75;21/04/2023;3.78e-06;1;287.088.333.333.333;0.0683
0.781;128.001;0.805;gaming;-7.225;0.0598;0.818;0.0434;74;5/07/2024;0.302;0;366.666.666.666.667;0.002
0.848;135.048;0.721;gaming;-3.371;0.097;0.774;0.0266;74;10/11/2023;2.11e-06;1;216.333.333.333.333;0.26
0.742;114.071;0.773;gaming;-3.678;0.0754;0.571;0.046;74;11/03/2022;0;0;275.441.666.666.667;0.0206
0.527;77.499;0.824;gaming;-5.506;0.368;0.212;0.118;74;30/08/2024;0;1;258.985;0.149
0.655;163.997;0.475;gaming;-7.342;0.375;0.245;0.33;74;6/10/2023;0;0;412.406.666.666.667;0.0306
0.895;125.985;0.762;gaming;-4.562;0.204;0.757;0.0734;73;11/08/2023;0.142;1;304.761.666.666.667;0.00623
0.915;154.964;0.737;gaming;-2.749;0.084;0.304;0.0412;73;23/02/2023;2.58e-05;1;144.516.666.666.667;0.00322
0.85;106.036;0.815;gaming;-4.704;0.0245;0.694;0.113;73;8/10/2021;0.000143;0;222.845;0.0232
0.546;118.051;0.76;gaming;-13.092;0.103;0.113;0.0616;73;16/02/2024;0.924;1;284.745;0.0284
0.86;146.441;0.585;gaming;-5.274;0.18;0.607;0.116;73;15/03/2023;0.000142;1;170.928.333.333.333;0.0566
0.636;75.486;0.654;gaming;-6.904;0.412;0.267;0.0845;73;23/06/2023;0;1;233.511.666.666.667;0.00258
0.765;145.988;0.588;gaming;-5.914;0.2;0.492;0.0518;73;4/10/2023;3.23e-05;0;36.813;0.00685
0.758;165.409;0.681;gaming;-6.524;0.555;0.331;0.188;73;12/01/2024;0;1;36.764;0.00465
0.683;145.379;0.501;afrobeats;-7.881;0.0685;0.623;0.211;71;15/10/2024;9.25e-05;0;268.965;0.109
0.819;110.14;0.726;afrobeats;-7.094;0.27;0.636;0.106;70;12/04/2024;9.65e-05;1;236.363.333.333.333;0.477
0.529;112.014;0.782;afrobeats;-8.626;0.413;0.44;0.0592;69;15/08/2024;1.42e-06;1;260.715;0.509
0.634;101.837;0.502;afrobeats;-3.367;0.188;0.645;0.144;72;8/08/2024;0.0341;0;366.046.666.666.667;0.677
0.841;147.989;0.754;afrobeats;-4.563;0.0903;0.838;0.0921;68;10/07/2024;0;1;229.473.333.333.333;0.136
0.814;93.482;0.683;afrobeats;-3.505;0.0858;0.758;0.0466;78;11/10/2024;0.00826;1;261.376.666.666.667;0.277
0.792;113.981;0.749;afrobeats;-4.621;0.0712;0.903;0.0402;76;31/10/2024;1.63e-05;1;28.772;0.308
0.705;197.98;0.374;afrobeats;-8.37;0.14;0.718;0.145;68;28/08/2024;0;1;322.611.666.666.667;0.172
0.648;93.2;0.737;afrobeats;-5.493;0.105;0.746;0.138;77;18/10/2024;6.92e-06;1;432.256.666.666.667;0.252
0.719;113.012;0.897;afrobeats;-7.164;0.0677;0.546;0.157;71;22/08/2024;0.000531;0;262.926.666.666.667;0.116
0.52;95.865;0.578;afrobeats;-8.399;0.124;0.425;0.151;68;4/10/2024;3.38e-06;0;257.631.666.666.667;0.554
0.651;67.813;0.49;afrobeats;-6.259;0.108;0.567;0.138;68;16/04/2024;7.59e-06;1;30.099;0.714
0.935;166.008;0.574;j-pop;-2.783;0.367;0.836;0.0926;72;12/04/2023;1.07e-06;1;35.539;0.112
0.941;101.921;0.577;j-pop;-5.17;0.0891;0.292;0.105;72;12/10/2022;3.36e-06;1;322.491.666.666.667;0.00207
0.794;149.923;0.531;j-pop;-4.363;0.082;0.775;0.0964;77;11/04/2024;0;1;480.333.333.333.333;0.0176
0.898;151.99;0.479;j-pop;-4.809;0.297;0.639;0.169;71;7/07/2023;0;1;327.445;0.0134
0.822;157.013;0.853;j-pop;-6.836;0.166;0.746;0.246;80;7/01/2024;0.00985;0;280.226.666.666.667;0.0841
0.905;141.131;0.545;j-pop;-3.823;0.182;0.735;0.0684;73;19/07/2024;0;1;405.045;0.103
0.571;101.955;0.695;j-pop;-6.249;0.118;0.726;0.111;70;5/01/2024;3.58e-06;0;451.175;0.032
0.811;139.959;0.693;j-pop;-5.765;0.106;0.944;0.0313;69;12/04/2024;0;1;256.043.333.333.333;0.395
0.808;115.063;0.576;j-pop;-4.241;0.127;0.172;0.0407;68;19/01/2024;0;1;205.488.333.333.333;0.00615
0.951;169.955;0.436;j-pop;-4.748;0.149;0.428;0.202;68;10/04/2023;0;0;3.722;0.0046
0.514;82.05;0.829;j-pop;-5.333;0.231;0.757;0.0531;68;7/01/2024;1.45e-06;1;377.596.666.666.667;0.439
0.836;105.173;0.543;metal;-9.11;0.153;0.56;0.0353;75;3/03/1986;0.431;0;858.978.333.333.333;0.000647
0.908;159.756;0.285;metal;-4.601;0.311;0.669;0.0705;71;1983;0.00909;0;421.221.666.666.667;0.0318
0.704;118.242;0.43;metal;-8.008;0.0933;0.703;0.0804;73;21/02/1992;0.00221;0;5.252;0.000155
0.934;127.066;0.417;metal;-3.908;0.132;0.287;0.119;83;4/09/2001;0.0015;0;3.504;0.000278
0.891;92.049;0.283;metal;-8.165;0.159;0.226;0.178;68;11/10/1994;0.0038;1;430.445;0.00678
0.695;102.178;0.437;metal;-9.447;0.124;0.413;0.0617;72;25/08/1988;0.0857;1;745.733.333.333.333;0.00111
0.763;148.366;0.365;metal;-9.45;0.0865;0.342;0.0591;69;1/01/1988;0.000457;0;341.445;0.00726
0.908;114.816;0.415;metal;-9.701;0.082;0.437;0.0765;71;20/07/1990;0.0345;1;405.888.333.333.333;0.00437
0.982;143.772;0.354;metal;-3.026;0.204;0.194;0.168;80;2004;0.000294;0;421.021.666.666.667;0.000237
0.828;123.257;0.577;metal;-8.691;0.0581;0.604;0.0298;79;12/08/1991;0.0114;0;552.111.666.666.667;0.00213
0.916;118.004;0.58;metal;-4.358;0.126;0.683;0.0387;75;23/08/2013;0.0259;0;509.845;0.000297
0.898;103.299;0.353;metal;-5.877;0.39;0.525;0.052;77;18/08/1998;0.105;1;426.221.666.666.667;2.23e-05
0.963;125.033;0.59;metal;-6.489;0.0781;0.586;0.0676;77;1/01/1998;0.000105;0;371.378.333.333.333;8.75e-05
0.949;129.984;0.554;metal;-4.928;0.2;0.233;0.0787;70;23/07/2010;9.98e-05;1;624.088.333.333.333;0.000318
0.781;71.841;0.443;metal;-4.277;0.166;0.372;0.0377;77;27/10/1997;0.205;1;357.933.333.333.333;1.33e-05
0.714;107.441;0.567;metal;-8.512;0.186;0.191;0.0302;68;15/05/2001;0.417;0;672.555;0.0012
0.821;94.895;0.669;hip-hop;-4.37;0.147;0.684;0.29;76;15/12/1992;0;0;395.955;0.00182
0.72;103.314;0.916;reggae;-8.548;0.0958;0.761;0.1;79;10/06/1980;0.00016;1;3.95;0.36
0.661;76.71;0.836;reggae;-6.502;0.449;0.753;0.338;68;1/01/2005;0;0;355.333.333.333.333;0.0208
0.733;95.107;0.883;reggae;-9.153;0.334;0.946;0.128;68;1/01/1993;0.00026;0;408.333.333.333.333;0.161
0.463;124.084;0.929;reggae;-8.651;0.0634;0.755;0.308;70;23/05/1983;5.3e-06;1;4.264;0.143
0.775;93.431;0.816;hip-hop;-3.323;0.0543;0.527;0.234;81;16/11/1999;0.00031;1;450.978.333.333.333;0.16
0.697;93.941;0.901;hip-hop;-3.439;0.287;0.67;0.28;78;4/03/1997;0;1;383.045;0.145
0.505;99.935;0.535;hip-hop;-8.926;0.0923;0.495;0.245;74;25/08/1998;0;0;533.778.333.333.333;0.0393
0.63;95.0;0.874;hip-hop;-3.585;0.0582;0.717;0.298;74;1/01/1997;0.00479;1;469.333.333.333.333;0.0578
0.786;93.857;0.763;hip-hop;-6.472;0.0817;0.504;0.229;74;25/04/1995;0.0114;0;542.511.666.666.667;0.0146
0.706;174.039;0.584;hip-hop;-7.899;0.125;0.579;0.366;73;4/07/1995;0;0;422.555;0.209
0.62;94.121;0.9;hip-hop;-6.518;0.0647;0.867;0.312;72;28/04/1998;0.00156;0;394.666.666.666.667;0.2
0.818;96.063;0.889;hip-hop;-4.639;0.179;0.782;0.253;73;13/09/1994;0;1;5.046;0.47
0.821;94.895;0.669;hip-hop;-4.37;0.147;0.684;0.29;76;15/12/1992;0;0;395.955;0.00182
0.514;181.033;0.512;hip-hop;-11.562;0.126;0.565;0.387;72;9/11/1993;0.00958;0;420.045;0.555
0.611;102.304;0.897;hip-hop;-10.489;0.0894;0.769;0.211;70;20/07/1993;0.186;1;347.111.666.666.667;0.0291
0.734;97.044;0.918;hip-hop;-2.832;0.191;0.608;0.269;70;27/08/1996;8.01e-06;0;384.488.333.333.333;0.0296
0.91;84.099;0.665;hip-hop;-4.682;0.227;0.887;0.223;70;19/04/1994;0;0;489.955;0.0394
0.735;101.368;0.934;hip-hop;-6.668;0.107;0.768;0.251;69;22/11/1994;8.6e-06;1;455.178.333.333.333;0.031
0.54;84.115;0.773;hip-hop;-7.123;0.131;0.322;0.103;68;14/03/1995;0;1;466.666.666.666.667;0.371
0.703;94.828;0.813;hip-hop;-5.077;0.237;0.241;0.268;68;25/04/1995;1.26e-06;0;374.221.666.666.667;0.125
0.884;104.536;0.845;hip-hop;-4.506;0.203;0.904;0.0759;72;4/03/1997;2.1e-06;0;4.29;0.0128
0.666;96.662;0.848;hip-hop;-6.547;0.129;0.744;0.274;68;17/04/1990;0.000699;1;419.288.333.333.333;0.173
0.732;172.329;0.598;hip-hop;-7.013;0.508;0.595;0.425;68;16/02/1993;0;1;437.511.666.666.667;0.144
0.767;127.361;0.532;rock;-5.509;0.39;0.755;0.0574;81;25/07/1980;0.000513;1;350.288.333.333.333;0.00287
0.795;112.067;0.645;rock;-12.095;0.104;0.535;0.0527;85;25/02/1985;0.00389;1;419.148.333.333.333;0.347
0.802;119.25;0.491;rock;-7.106;0.387;0.472;0.0392;72;16/10/2001;0;1;414.845;0.25
0.373;92.718;0.671;rock;-18.064;0.0481;0.732;0.0323;83;8/04/1982;8.01e-05;1;493.155;0.257
0.7;188.386;0.31;rock;-5.678;0.0828;0.763;0.047;83;25/07/1980;0.00965;1;425.821.666.666.667;0.011
0.942;148.723;0.527;rock;-5.64;0.188;0.495;0.0366;82;4/06/1984;0;0;402.178.333.333.333;0.0115
0.959;122.805;0.541;rock;-2.947;0.344;0.812;0.0505;81;16/08/1986;2.18e-06;0;371.178.333.333.333;0.0663
0.834;139.13;0.509;rock;-6.205;0.0732;0.774;0.0386;80;5/11/1984;0;1;360.088.333.333.333;0.0183
0.836;113.375;0.743;rock;-6.465;0.384;0.82;0.116;80;1982;0;1;314.978.333.333.333;0.0804
0.712;113.805;0.671;rock;-7.815;0.103;0.462;0.0476;79;3/05/1982;0;1;414.066.666.666.667;0.429
0.716;94.379;0.535;rock;-5.025;0.659;0.901;0.0431;77;18/11/1981;0;1;291.955;0.326
0.932;122.431;0.631;rock;-4.142;0.0918;0.971;0.0354;76;24/08/1981;0.137;1;355.111.666.666.667;0.0429
0.835;129.981;0.572;rock;-6.219;0.0702;0.795;0.0317;75;4/01/1984;0.000377;1;402.666.666.666.667;0.171
0.449;84.383;0.623;rock;-13.333;0.0613;0.573;0.0253;75;1/01/1989;0;1;426.666.666.666.667;0.212
0.843;117.662;0.529;rock;-6.908;0.0608;0.188;0.0616;74;1986;0.000827;0;517.221.666.666.667;0.0628
0.873;106.767;0.389;rock;-4.768;0.273;0.303;0.0475;73;25/07/1980;0.0055;0;520.488.333.333.333;0.00532
0.768;81.909;0.558;rock;-9.997;0.124;0.429;0.0343;73;2/10/1981;0.0626;1;434.288.333.333.333;0.121
0.549;176.941;0.516;rock;-13.741;0.184;0.907;0.0373;73;19/11/1984;0.00572;1;481.221.666.666.667;0.501
0.758;112.113;0.489;rock;-6.491;0.092;0.435;0.0297;72;1977;0.49;1;619.021.666.666.667;0.000678
0.952;122.093;0.398;rock;-6.042;0.1;0.584;0.061;72;4/06/1984;7.75e-05;1;464.466.666.666.667;0.000373
0.478;114.02;0.766;rock;-13.487;0.165;0.965;0.0329;73;1/01/1989;2.49e-06;1;297.266.666.666.667;0.0513
0.953;84.989;0.267;rock;-4.899;0.283;0.568;0.096;72;3/08/1987;0;0;445.511.666.666.667;0.00211
0.803;150.036;0.253;rock;-3.977;0.309;0.258;0.0392;72;16/08/1986;0.0146;1;514.445;0.129
0.978;141.167;0.526;rock;-5.436;0.0744;0.451;0.108;72;4/01/1984;4.75e-05;1;350.378.333.333.333;0.00122
0.811;126.59;0.561;rock;-6.157;0.287;0.635;0.0265;71;5/11/1984;3.66e-05;1;388.783.333.333.333;0.00515
0.872;129.885;0.797;rock;-6.727;0.284;0.866;0.0575;71;1982;0;0;370.711.666.666.667;0.291
0.908;159.756;0.285;rock;-4.601;0.311;0.669;0.0705;71;1983;0.00909;0;421.221.666.666.667;0.0318
0.528;109.975;0.932;rock;-6.472;0.163;0.757;0.161;71;27/06/1980;0.329;0;357.755;0.115
0.812;127.568;0.691;rock;-7.772;0.299;0.685;0.0558;71;10/05/1982;1.16e-06;1;367.711.666.666.667;0.0433
0.93;190.818;0.398;rock;-6.76;0.0874;0.725;0.0615;71;1984;0.121;1;680.288.333.333.333;0.000854
0.942;97.909;0.511;rock;-10.407;0.139;0.498;0.0429;71;25/02/1985;1.87e-05;1;656.111.666.666.667;0.174
0.899;152.445;0.475;rock;-4.321;0.14;0.603;0.0637;72;23/01/1984;1.91e-05;0;384.445;0.00375
0.96;131.707;0.469;rock;-4.809;0.334;0.37;0.0629;70;1/02/1983;1.81e-06;0;539.088.333.333.333;0.141
0.96;117.486;0.574;rock;-4.906;0.121;0.978;0.032;70;4/06/1984;0;1;424.555;0.0457
0.58;127.402;0.741;rock;-9.05;0.212;0.944;0.0304;70;5/08/1980;3.61e-05;1;285.445;0.117
0.763;148.366;0.365;rock;-9.45;0.0865;0.342;0.0591;69;1/01/1988;0.000457;0;341.445;0.00726
0.804;111.457;0.591;rock;-7.299;0.0818;0.658;0.0454;69;27/07/1981;5.98e-06;1;549.021.666.666.667;0.327
0.427;119.18;0.753;rock;-11.112;0.058;0.295;0.0387;69;2/10/1987;0.00065;1;426.133.333.333.333;0.00787
0.506;140.309;0.799;rock;-9.414;0.0365;0.518;0.0606;69;3/10/1980;0.00107;1;404.445;0.0453
0.737;125.447;0.785;rock;-5.306;0.108;0.971;0.0363;69;1982;0.000107;1;364.933.333.333.333;0.042
0.846;107.01;0.659;rock;-5.508;0.203;0.659;0.0274;69;3/08/1987;0.0144;1;59.106;0.0318
0.833;142.663;0.553;rock;-6.667;0.0737;0.773;0.0347;69;1/01/2004;0.00246;0;353.711.666.666.667;0.000646
0.858;133.615;0.503;rock;-6.296;0.0803;0.419;0.0657;68;15/11/1986;0.00234;1;347.755;0.00757
0.632;140.176;0.531;rock;-5.557;0.364;0.294;0.0312;68;21/03/1988;1.14e-05;1;433.621.666.666.667;0.16
0.691;119.96;0.823;hip-hop;-7.322;0.1;0.707;0.197;74;10/05/2024;1.73e-06;0;314.696.666.666.667;0.0774
0.78;134.937;0.724;hip-hop;-5.407;0.139;0.72;0.354;70;22/08/2024;0;0;284.666.666.666.667;0.294
0.693;87.973;0.702;hip-hop;-4.941;0.0702;0.572;0.191;68;1/12/2023;0;0;388.733.333.333.333;0.139
0.926;105.969;0.682;k-pop;-2.515;0.19;0.86;0.0607;73;14/06/2024;0;0;2.714;0.0404
0.628;140.053;0.668;k-pop;-4.692;0.0293;0.568;0.046;83;27/06/2024;0;1;230.355;0.129
0.747;120.073;0.745;k-pop;-4.278;0.0738;0.363;0.0815;72;27/05/2024;1.69e-06;0;298.133.333.333.333;0.0073
0.786;91.992;0.695;k-pop;-2.048;0.109;0.465;0.0666;74;27/05/2024;1.41e-06;1;327.445;0.0668
0.597;170.022;0.77;k-pop;-4.901;0.239;0.875;0.223;72;21/06/2024;0;1;316.178.333.333.333;0.53
0.782;108.038;0.875;k-pop;-3.905;0.113;0.906;0.078;78;26/04/2024;0;0;279.511.666.666.667;0.151
0.895;124.994;0.803;k-pop;-2.888;0.154;0.757;0.0623;78;24/05/2024;5.67e-06;1;365.045;0.0816
0.728;140.041;0.774;k-pop;-5.079;0.0473;0.461;0.169;78;1/04/2024;0;1;283.928.333.333.333;0.113
0.5;101.959;0.871;k-pop;-8.675;0.0672;0.76;0.103;75;1/04/2024;3.49e-06;0;280.598.333.333.333;0.32
0.774;109.945;0.801;k-pop;-3.604;0.0968;0.383;0.157;69;25/03/2024;0;1;313.466.666.666.667;0.00871
0.872;131.016;0.644;k-pop;-1.54;0.363;0.378;0.0417;78;10/11/2023;0;0;358.288.333.333.333;0.164
0.592;157.969;0.521;pop;-7.777;0.122;0.535;0.0304;100;16/08/2024;0;0;419.446.666.666.667;0.308
0.783;149.027;0.777;pop;-4.477;0.355;0.939;0.26;98;18/10/2024;0;0;283.195;0.0283
0.507;104.978;0.747;pop;-10.171;0.117;0.438;0.0358;97;17/05/2024;0.0608;1;350.621.666.666.667;0.2
